sex|age|3|5|10|25|50|75|90|95|97
male|24|79.91084|80.72977|81.99171|84.10289|86.4522|88.80525|90.92619|92.19688|93.02265
male|24.5|80.26037|81.08868|82.36401|84.49471|86.86161|89.22805|91.35753|92.63177|93.45923
male|25.5|81.00529|81.83445|83.11387|85.25888|87.65247|90.05675|92.22966|93.53407|94.38278
male|26.5|81.73416|82.56406|83.84716|86.00517|88.42326|90.8626|93.07608|94.40885|95.27762
male|27.5|82.44846|83.27899|84.56534|86.73507|89.17549|91.64711|93.89827|95.25754|96.14512
male|28.5|83.14945|83.98045|85.26962|87.44977|89.91041|92.41159|94.69757|96.08149|96.98663
male|29.5|83.83819|84.66948|85.96098|88.15028|90.62908|93.15719|95.47522|96.88198|97.80345
male|30.5|84.51558|85.34694|86.64027|88.83745|91.33242|93.88496|96.23239|97.66027|98.59691
male|31.5|85.18238|86.01357|87.3082|89.51202|92.02127|94.59585|96.97022|98.41758|99.36828
male|32.5|85.83925|86.66999|87.9654|90.17464|92.69638|95.2908|97.68978|99.15514|100.1189
male|33.5|86.48678|87.3168|88.61244|90.82592|93.35847|95.97068|98.39218|99.87416|100.8501
male|34.5|87.12552|87.95452|89.24986|91.46645|94.00823|96.63637|99.07848|100.5759|101.5631
male|35.5|87.75597|88.58366|89.87816|92.0968|94.64637|97.28875|99.74979|101.2615|102.2593
male|36.5|88.37864|89.20473|90.49789|92.71756|95.27359|97.9287|100.4072|101.9324|102.9402
male|37.5|88.93297|89.77301|91.08608|93.3344|95.91475|98.58525|101.069|102.593|103.5983
male|38.5|89.47916|90.33306|91.66589|93.94268|96.54734|99.23358|101.7234|103.247|104.2503
male|39.5|90.01766|90.88532|92.23779|94.54291|97.17191|99.87426|102.3709|103.8948|104.8967
male|40.5|90.54891|91.43025|92.80225|95.13557|97.78898|100.5078|103.012|104.537|105.538
male|41.5|91.07337|91.96832|93.35972|95.72115|98.39903|101.1348|103.6473|105.1739|106.1747
male|42.5|91.59152|92.49999|93.91068|96.30009|99.00254|101.7556|104.2771|105.8061|106.8071
male|43.5|92.10382|93.0257|94.45556|96.87286|99.59998|102.3708|104.9021|106.434|107.4357
male|44.5|92.61073|93.54592|94.99482|97.43989|100.1918|102.9807|105.5225|107.0579|108.0609
male|45.5|93.11271|94.06109|95.52888|98.00159|100.7783|103.5858|106.1387|107.6784|108.683
male|46.5|93.61022|94.57166|96.05817|98.55838|101.36|104.1865|106.7513|108.2956|109.3024
male|47.5|94.10371|95.07806|96.5831|99.11064|101.9373|104.7831|107.3604|108.9101|109.9193
male|48.5|94.59361|95.5807|97.10407|99.65875|102.5105|105.3759|107.9665|109.522|110.5342
male|49.5|95.08035|96.08|97.62147|100.2031|103.0799|105.9654|108.5698|110.1317|111.1473
male|50.5|95.56435|96.57635|98.13566|100.7439|103.6459|106.5518|109.1706|110.7394|111.7588
male|51.5|96.046|97.07013|98.64701|101.2817|104.2087|107.1354|109.7693|111.3454|112.369
male|52.5|96.52568|97.5617|99.15585|101.8166|104.7687|107.7165|110.366|111.95|112.9781
male|53.5|97.00376|98.05141|99.6625|102.3491|105.3262|108.2953|110.9609|112.5533|113.5863
male|54.5|97.48058|98.53958|100.1673|102.8792|105.8813|108.872|111.5543|113.1555|114.1937
male|55.5|97.95648|99.02654|100.6705|103.4074|106.4343|109.4469|112.1464|113.7568|114.8006
male|56.5|98.43175|99.51256|101.1723|103.9339|106.9855|110.0201|112.7374|114.3574|115.4072
male|57.5|98.90667|99.99791|101.6731|104.4588|107.535|110.5919|113.3273|114.9575|116.0134
male|58.5|99.38151|100.4828|102.173|104.9825|108.083|111.1623|113.9164|115.557|116.6194
male|59.5|99.8565|100.9676|102.6723|105.505|108.6296|111.7316|114.5047|116.1561|117.2254
male|60.5|100.3318|101.4523|103.1712|106.0265|109.1751|112.2998|115.0924|116.755|117.8314
male|61.5|100.8077|101.9372|103.6697|106.5472|109.7196|112.8671|115.6795|117.3536|118.4374
male|62.5|101.2843|102.4225|104.1682|107.0673|110.2631|113.4335|116.2661|117.9521|119.0435
male|63.5|101.7618|102.9082|104.6666|107.5868|110.8058|113.9992|116.8522|118.5505|119.6498
male|64.5|102.2401|103.3945|105.1651|108.1058|111.3477|114.5641|117.438|119.1487|120.2562
male|65.5|102.7195|103.8814|105.6638|108.6244|111.889|115.1284|118.0234|119.7469|120.8627
male|66.5|103.2|104.369|106.1627|109.1427|112.4296|115.6921|118.6084|120.345|121.4694
male|67.5|103.6815|104.8574|106.6619|109.6607|112.9696|116.2551|119.1931|120.943|122.0761
male|68.5|104.1642|105.3466|107.1614|110.1785|113.509|116.8176|119.7774|121.5408|122.6829
male|69.5|104.6479|105.8364|107.6611|110.696|114.0479|117.3794|120.3613|122.1384|123.2897
male|70.5|105.1326|106.327|108.1612|111.2132|114.5861|117.9407|120.9447|122.7359|123.8965
male|71.5|105.6183|106.8182|108.6614|111.7302|115.1238|118.5012|121.5277|123.333|124.5031
male|72.5|106.1048|107.3099|109.1619|112.2469|115.6609|119.0611|122.1101|123.9297|125.1095
male|73.5|106.5921|107.8021|109.6624|112.7631|116.1973|119.6203|122.6918|124.526|125.7156
male|74.5|107.0799|108.2946|110.1629|113.2789|116.7329|120.1786|123.2729|125.1217|126.3212
male|75.5|107.5682|108.7873|110.6633|113.7942|117.2678|120.7361|123.8532|125.7168|126.9263
male|76.5|108.0566|109.2801|111.1634|114.3089|117.8018|121.2926|124.4327|126.3111|127.5307
male|77.5|108.5451|109.7727|111.6631|114.8229|118.3348|121.848|125.0111|126.9045|128.1344
